FDK-AAC.txt,UNKNOWN
CERN Open Hardware Licence Version 2 - Weakly Reciprocal.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/CERN\ Open\ Hardware\ Licence\ Version\ 2\ -\ Weakly\ Reciprocal.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/CERN\ Open\ Hardware\ Licence\ Version\ 2\ -\ Weakly\ Reciprocal.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
psfrag License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/psfrag\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/psfrag\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
VOSTROM Public License for Open Source.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/VOSTROM\ Public\ License\ for\ Open\ Source.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/VOSTROM\ Public\ License\ for\ Open\ Source.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
CERN Open Hardware Licence v1.1.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/CERN\ Open\ Hardware\ Licence\ v1.1.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/CERN\ Open\ Hardware\ Licence\ v1.1.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Sendmail-license.txt,UNKNOWN
SIL Open Font License 1.1.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/SIL\ Open\ Font\ License\ 1.1.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/SIL\ Open\ Font\ License\ 1.1.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
libtiff License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/libtiff\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/libtiff\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
GStreamer-exception-2008.txt,UNKNOWN
LiLiQ-P-1.1.txt,UNKNOWN
deprecated_LGPL-2.0.txt,LibraryGPLv2+
Adobe Postscript AFM License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Adobe\ Postscript\ AFM\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Adobe\ Postscript\ AFM\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
HTMLTIDY-license.txt,UNKNOWN
Frameworx-1.0.txt,UNKNOWN
"Server Side Public License, v 1.txt","Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Server\ Side\ Public\ License,\ v\ 1.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Server\ Side\ Public\ License,\ v\ 1.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Computational Use of Data Agreement v1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Computational\ Use\ of\ Data\ Agreement\ v1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Computational\ Use\ of\ Data\ Agreement\ v1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Caldera License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Caldera\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Caldera\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
mpi Permissive License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/mpi\ Permissive\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/mpi\ Permissive\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
LAL-1.3.txt,UNKNOWN
BSD 2-Clause Simplified License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/BSD\ 2-Clause\ Simplified\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/BSD\ 2-Clause\ Simplified\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
GNU Free Documentation License v1.3 only - invariants.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/GNU\ Free\ Documentation\ License\ v1.3\ only\ -\ invariants.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/GNU\ Free\ Documentation\ License\ v1.3\ only\ -\ invariants.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
deprecated_GPL-2.0-with-GCC-exception.txt,UNKNOWN
OLDAP-2.4.txt,UNKNOWN
Beerware-license.txt,BeerWareVer42
CC-BY-SA-3.0-AT.txt,UNKNOWN
deprecated_LGPL-3.0+.txt,GPLv3+
Open LDAP Public License v2.2.1.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Open\ LDAP\ Public\ License\ v2.2.1.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Open\ LDAP\ Public\ License\ v2.2.1.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
deprecated_GPL-1.0.txt,GPLv1+
XFree86-1.1.txt,UNKNOWN
CPOL-1.02.txt,UNKNOWN
Vovida Software License v1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Vovida\ Software\ License\ v1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Vovida\ Software\ License\ v1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
SHL-0.5.txt,UNKNOWN
BSD-3-Clause-Open-MPI.txt,UNKNOWN
Classpath-exception-2.0.txt,"GPLnoVersion,LinkException"
Open Government Licence - Canada.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Open\ Government\ Licence\ -\ Canada.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Open\ Government\ Licence\ -\ Canada.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Open LDAP Public License v1.2.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Open\ LDAP\ Public\ License\ v1.2.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Open\ LDAP\ Public\ License\ v1.2.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
GNU General Public License v3.0 only.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/GNU\ General\ Public\ License\ v3.0\ only.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/GNU\ General\ Public\ License\ v3.0\ only.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
OPUBL-1.0.txt,UNKNOWN
Technische Universitaet Berlin License 2.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Technische\ Universitaet\ Berlin\ License\ 2.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Technische\ Universitaet\ Berlin\ License\ 2.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Creative Commons Attribution 3.0 IGO.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ 3.0\ IGO.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ 3.0\ IGO.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Licence Art Libre 1.3.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Licence\ Art\ Libre\ 1.3.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Licence\ Art\ Libre\ 1.3.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
CC-BY-NC-SA-2.0.txt,UNKNOWN
Creative Commons Attribution Non Commercial 4.0 International.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ 4.0\ International.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ 4.0\ International.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Glulxe License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Glulxe\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Glulxe\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
OCLC-2.0.txt,UNKNOWN
Netscape Public License v1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Netscape\ Public\ License\ v1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Netscape\ Public\ License\ v1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
CC-BY-SA-3.0-DE.txt,UNKNOWN
LaTeX Project Public License v1.3c.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/LaTeX\ Project\ Public\ License\ v1.3c.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/LaTeX\ Project\ Public\ License\ v1.3c.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
MIT-CMU.txt,UNKNOWN
BitTorrent Open Source License v1.1.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/BitTorrent\ Open\ Source\ License\ v1.1.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/BitTorrent\ Open\ Source\ License\ v1.1.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
CC-BY-NC-SA-1.0.txt,UNKNOWN
Apache License 1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Apache\ License\ 1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Apache\ License\ 1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
BSD 3-Clause No Military License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/BSD\ 3-Clause\ No\ Military\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/BSD\ 3-Clause\ No\ Military\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
CDDL-1.0.txt,UNKNOWN
XSkat-license.txt,UNKNOWN
CC-BY-NC-ND-3.0.txt,UNKNOWN
OLDAP-2.3.txt,UNKNOWN
LZMA-exception.txt,UNKNOWN
CC-BY-NC-2.5.txt,UNKNOWN
OLDAP-2.0.txt,UNKNOWN
Cryptographic Autonomy License 1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Cryptographic\ Autonomy\ License\ 1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Cryptographic\ Autonomy\ License\ 1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
XFree86 License 1.1.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/XFree86\ License\ 1.1.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/XFree86\ License\ 1.1.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
diffmark license.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/diffmark\ license.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/diffmark\ license.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
ImageMagick License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/ImageMagick\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/ImageMagick\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
HPND-sell-variant.txt,MITold
MirOS-license.txt,UNKNOWN
CERN-OHL-S-2.0.txt,UNKNOWN
Glide-license.txt,UNKNOWN
GFDL-1.1-or-later.txt,UNKNOWN
TMate Open Source License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/TMate\ Open\ Source\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/TMate\ Open\ Source\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
GNU Free Documentation License v1.2 or later - invariants.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/GNU\ Free\ Documentation\ License\ v1.2\ or\ later\ -\ invariants.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/GNU\ Free\ Documentation\ License\ v1.2\ or\ later\ -\ invariants.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
SIL Open Font License 1.0 with no Reserved Font Name.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/SIL\ Open\ Font\ License\ 1.0\ with\ no\ Reserved\ Font\ Name.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/SIL\ Open\ Font\ License\ 1.0\ with\ no\ Reserved\ Font\ Name.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
OCLC Research Public License 2.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/OCLC\ Research\ Public\ License\ 2.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/OCLC\ Research\ Public\ License\ 2.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
FSFULLR-license.txt,UNKNOWN
Creative Commons Attribution Non Commercial No Derivatives 2.5 Generic.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ No\ Derivatives\ 2.5\ Generic.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ No\ Derivatives\ 2.5\ Generic.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
